0,457.53713745439995,430.9282364699273,340.00160793305764,209.93836141927233,458.87117611999054,674.6307288751022,39.70374124526013,420.2967466917315,489.8325051376594,518.1028448287365
1,458.29007059950516,430.5653597933745,335.87256081017205,210.04174654315312,457.0406382684424,673.5085977930169,36.06324436302225,424.0146922722348,489.1524416402542,518.1511260815828
2,459.7473772466727,430.12152135527674,330.8981873982833,209.4279304044664,454.7221988258773,672.4641498589593,32.38249502478918,424.0146922722348,487.5724720111475,517.534343677596
3,460.81874826284377,430.6049585267386,326.8644046810332,208.28909465260585,452.46034250753763,672.2876550361925,28.609720804277188,424.0146922722348,485.6731359105271,516.6336985840995
4,462.5363352820623,430.6049585267386,326.8644046810332,206.98601969251632,450.60495066495116,671.4480133439984,24.801170870677993,424.0146922722348,482.9961206580125,515.322087829941
5,464.2909774939195,430.6049585267386,326.8644046810332,205.4707151348835,448.54977953227717,671.4600468725217,20.901041174657166,424.0146922722348,480.29009471178153,514.0324649284346
6,465.5497500188076,430.6049585267386,326.8644046810332,203.8330883930513,446.95756391550725,670.7627447042007,16.96999480137211,424.0146922722348,477.02989563938604,512.3776321885183
7,465.9105194992185,430.6049585267386,326.8644046810332,202.01804207316871,444.98266584773165,670.8958045454078,12.947126978178716,424.0146922722348,474.03111204135405,511.35418553719774
8,465.2860204686376,430.6049585267386,326.8644046810332,200.1028953830926,443.2697718334518,670.2828288961873,8.89887686464143,424.0146922722348,470.67527446077486,510.08373653906494
9,464.12749526584855,430.6049585267386,326.8644046810332,198.03123221451816,441.07501777913666,670.480356897129,4.757750828182957,424.0146922722348,468.14584805951426,508.4390396046765
10,463.8083954683532,430.6049585267386,326.8644046810332,195.87382704502878,439.3584545802816,669.909762311378,0.5979211045996067,424.0146922722348,465.1903843136297,506.3324654277841
11,462.570349103769,430.6049585267386,326.8644046810332,193.57416426446662,437.2583855125164,670.0931178218289,0.0,424.0146922722348,462.5464781564507,504.46950171767025
12,462.1118101141727,430.6049585267386,326.8644046810332,191.19908005823046,435.63007672539817,669.5134492738662,0.0,424.0146922722348,459.67929139206433,502.3743160031145
13,460.9910254185178,430.6049585267386,326.8644046810332,188.6922009260863,433.61205545190217,669.6921019987032,0.0,424.0146922722348,457.1228128943849,500.5788900236653
14,459.24071135526094,430.6049585267386,326.8644046810332,186.11784196653286,431.9971079182451,669.1094773511203,0.0,424.0146922722348,454.3493097835409,498.4768880214974
15,457.4584765485506,430.6049585267386,326.8644046810332,183.4197307766703,430.00475981877054,669.3311038116836,0.0,424.0146922722348,451.86340732198806,496.5529655849009
16,456.2337567826243,430.6049585267386,326.8644046810332,180.6605535643355,428.4164620780185,668.7761538698007,0.0,424.0146922722348,449.16647281352124,494.2065048635973
17,455.9202519663734,430.6049585267386,326.8644046810332,177.78400335345364,426.45698963367914,668.9727422524926,0.0,424.0146922722348,446.7417800866699,491.860984546101
